institution_name,Fiscal Year,timestep,reverse_timestep,EUI-Adjusted Floor Space,gsf,Weighted Campus User,fte_per_gsf,Maintained Acres,Total Enrollment (FTE)2,Faculty (FTE)3,Staff (FTE)4,E-Grid Pre-2006,E-Grid,Scope 1 Emissions,Scope 2 Emissions,Scope 3 Emissions,Gross Emissions,Net Emissions,net_mtcde_per_gsf,Stationary Emissions,Fleet Emissions,Refrigerant Emissions,Agricultural Emissions,Purchased Electric Emissions,Purchased Steam Emissions,Purchased Chilled Water Emissions,Student Community Emissions,Employee Commuting Emissions,Other Travel Emissions,Waste Emissions,Wasterwater  Emissions,Paper Emissions,T&D Losses Emissions,Landfilled Waste,Incinerated Waste,C&D Waste,Recycling,Compost,Other,Waste
g,2016,14,5,"717,027",717027,"1,524",0.00213,62,1442,220,230,CALI,CAMX,1258.479243,3445.788539,6197.860487,10902.12827,"10,902.13",0.0152,1213.013697,45.36201462,0,0.10353075,3445.788539,0,0,1466.882569,894.3299415,3637.116162,-12.2055,8.250303129,30.12993609,173.3570749,406.85,0,0,542.3085,0,0,949.1585
g,2017,15,4,"717,027",717027,"1,550",0.00216,62,1449,234,245,CALI,CAMX,1233.709941,3410.078924,4838.414501,9482.203367,"9,482.20",0.01322,1149.763782,59.80165728,23.47341,0.671091613,3410.078924,0,0,1526.818329,981.6524715,2148.982307,-13.02,6.80211935,15.59809539,171.5811794,434,0,0,542.3085,0,0,976.3085
g,2018,16,3,"717,027",717027,"1,550",0.00216,62,1449,234,245,CALI,CAMX,1233.709941,3410.078924,4838.414501,9482.203367,"9,482.20",0.01322,1149.763782,59.80165728,23.47341,0.671091613,3410.078924,0,0,1526.818329,981.6524715,2148.982307,-13.02,6.80211935,15.59809539,171.5811794,434,0,0,542.3085,0,0,976.3085
g,2019,17,2,"717,027",717027,"1,550",0.00216,62,1449,234,245,CALI,CAMX,1233.709941,3410.078924,4838.414501,9482.203367,"9,482.20",0.01322,1149.763782,59.80165728,23.47341,0.671091613,3410.078924,0,0,1526.818329,981.6524715,2148.982307,-13.02,6.80211935,15.59809539,171.5811794,434,0,0,542.3085,0,0,976.3085
g,2020,18,1,"717,027",717027,"1,550",0.00216,62,1449,234,245,CALI,CAMX,1233.709941,3410.078924,4838.414501,9482.203367,"9,482.20",0.01322,1149.763782,59.80165728,23.47341,0.671091613,3410.078924,0,0,1526.818329,981.6524715,2148.982307,-13.02,6.80211935,15.59809539,171.5811794,434,0,0,542.3085,0,0,976.3085
g,2015,13,6,"717,027",717027,"1,547",0.00216,62,1460,225,223,CALI,CAMX,1196.437559,3743.992376,4328.928757,9269.358692,"9,269.36",0.01293,1134.636002,36.38367156,25.31435469,0.10353075,3743.992376,0,0,1421.620323,834.7392088,1858.46419,-10.14,10.74613288,25.13923894,188.3596626,338,0,0,379.2615,0,0,717.2615
h,2004,2,17,"801,895",801895,"1,480",0.00185,160,1248,115,278,NEWE,NEWE,2441.302493,3755.172387,2641.012408,8837.487287,"8,837.49",0.01102,2102.336402,291.0489422,0,47.91714801,3755.172387,0,0,64.05939989,553.0939001,1496.395488,93,9.632063739,53.44087984,371.3906756,300,0,0,121.22,20,0,441.22
h,2005,3,16,"801,895",801895,"1,533",0.00191,160,1282,104,316,NEWE,NEWE,2429.722339,3559.777652,2575.622134,8565.122125,"8,565.12",0.01068,2089.94469,290.6522375,0,49.12541164,3559.777652,0,0,64.95220537,604.0737768,1399.697287,91.76,9.632063739,53.44087984,352.0659216,296,0,0,105.61,20,0,421.61
h,2006,4,15,"801,895",801895,"1,527",0.0019,160,1299,108,283,NEWE,NEWE,2211.2392,3395.264268,2416.174732,8022.6782,"8,022.68",0.01,1870.457153,291.3643802,0,49.41766655,3395.264268,0,0,66.0301117,548.6695167,1311.466793,91.14,9.632063739,53.44087984,335.7953672,294,0,0,117.88,20,0,431.88
h,2007,5,14,"803,096",803096,"1,586",0.00198,160,1357,113,283,NEWE,NEWE,2035.212525,2654.885354,2618.102551,7308.200431,"7,308.20",0.0091,1638.152438,290.9156725,54.18614452,51.95827052,2654.885354,0,0,66.73110737,537.5606782,1596.096743,92.07,9.632063739,53.44087984,262.571079,297,0,0,109.17,20,0,426.17
h,2008,6,13,"803,096",803096,"1,566",0.00195,160,1351,128,249,NEWE,NEWE,1987.850745,2754.868584,2158.219781,6900.939111,"6,900.94",0.00859,1604.593767,222.1578912,109.1932912,51.90579611,2754.868584,0,0,65.33050618,496.7035228,1171.380713,83.08,9.632063739,59.63344518,272.4595303,268,0,0,103.23,20,0,391.23
h,2009,7,12,"803,096",803096,"1,594",0.00198,160,1383,127,246,NEWE,NEWE,1864.96053,2278.423014,2679.245475,6822.629019,"6,822.63",0.0085,1567.365447,220.8582195,17.24104598,59.49581744,2278.423014,0,0,67.39088666,492.1181547,1757.150863,80.3675,9.632063739,47.24746758,225.3385398,259.25,0,0,114.52,20,0,393.77
h,2014,12,7,"809,796",809796,"1,711",0.00211,130,1492,134,275,NEWE,NEWE,2572.731305,1804.600316,2385.991485,6763.323106,"6,763.32",0.00835,1883.186048,280.6767836,318.5488496,90.31962435,1804.600316,0,0,85.37290179,716.1351826,1363.229186,74.7782,8.381718069,43.71500968,94.37928621,241.22,0,48,150.9,20,79,539.24
h,2010,8,11,"809,796",809796,"1,583",0.00195,160,1387,116,237,NEWE,NEWE,2110.883412,2305.475092,2083.668979,6500.027483,"6,500.03",0.00803,1481.953045,252.6434852,316.085843,60.20103915,2305.475092,0,0,67.22381416,463.8705539,1275.859492,77.19,9.632063739,47.39663401,142.4964218,249,0,0,103.99,20,0,372.99
h,2011,9,10,"809,796",809796,"1,644",0.00203,160,1452,115,238,NEWE,NEWE,2063.924248,2447.904582,1943.114604,6454.943434,"6,454.94",0.00797,1650.645198,270.9777912,82.10021897,60.20103915,2447.904582,0,0,70.29561428,463.3285535,1113.250689,74.7503,9.632063739,60.55770337,151.2996801,241.13,0,0,86.81461905,20,0,347.944619
h,2015,13,6,"809,796",809796,"1,645",0.00203,130,1319,138,275,NEWE,NEWE,2283.956895,1823.909212,2297.405442,6405.271549,"6,405.27",0.00791,1696.97531,332.2439383,153.5881909,101.1494551,1823.909212,0,0,50.84483745,720.3035656,1305.719295,78.1262,9.00906175,38.0133549,95.38912747,252.02,0,117,270.138,20,29,687.688
h,2013,11,8,"809,796",809796,"1,681",0.00208,130,1461,130,261,NEWE,NEWE,1967.977962,1932.667588,2297.251922,6197.897473,"6,197.90",0.00765,1494.899991,244.3410069,138.4173404,90.31962435,1932.667588,0,0,70.68507912,681.3060704,1221.094846,72.5152,8.381718069,48.14355898,195.1254497,233.92,0,0,97.72,20,70,422.06
h,2012,10,9,"809,796",809796,"1,647",0.00203,160,1421,138,259,NEWE,NEWE,1889.565328,1964.274228,2270.105264,6123.94482,"6,123.94",0.00756,1427.757652,258.7052575,136.7717073,66.33071126,1964.274228,0,0,68.75552628,517.0847234,1352.069186,70.1375,8.381718069,55.3601,198.3165105,226.25,0,0,52.71,20,38,336.69
h,2016,14,5,"809,796",809796,"1,610",0.00199,130,1352,137,274,NEWE,NEWE,2048.630194,1660.115213,2365.098807,6073.844213,"6,073.84",0.0075,1664.690912,256.8599279,38.78486919,88.29448574,1660.115213,0,0,49.63424608,716.1220657,1414.972686,66.8236,9.00906175,21.71432642,86.82282023,215.56,0,73,244.511,20,23,576.041
h,2017,15,4,"809,796",809796,"1,610",0.00199,130,1352,137,274,NEWE,NEWE,2048.630194,1660.115213,2365.098807,6073.844213,"6,073.84",0.0075,1664.690912,256.8599279,38.78486919,88.29448574,1660.115213,0,0,49.63424608,716.1220657,1414.972686,66.8236,9.00906175,21.71432642,86.82282023,215.56,0,73,244.511,20,23,576.041
i,2007,5,14,"917,657",917657,"4,019",0.00438,8,4300,265,358,NEWE,NEWE,4138.443298,7214.428953,4196.439193,15549.31144,"15,549.31",0.01694,1466.210252,54.04164101,2618.191405,0,5116.780109,2098,0,624.5507775,482.6741458,2423.481634,-24.3088,62.86477506,121.1214852,506.0551756,0,608,0,0,0,0,607.72
i,2008,6,13,"917,657",917657,"4,087",0.00445,8,4353,276,386,NEWE,NEWE,2646.409155,6388.511399,4616.518812,13651.43937,"13,651.44",0.01488,1226.535393,44.47827795,1375.395485,0,4376.685363,2012,0,646.7472516,602.103425,2771.501894,-24.3088,57.13652661,121.1214852,442.2170297,0,608,0,0,0,0,607.72
i,2009,7,12,"1,093,006",1093006,"4,198",0.00384,8,4508,236,418,NEWE,NEWE,4372.872743,5627.505377,4191.752779,14192.1309,"14,192.13",0.01298,1700.185455,54.49588293,2618.191405,0,3371.933487,2256,0,568.8045013,609.1162141,2427.922676,-22.1732,54.63191339,121.1214852,432.3291894,0,554,0,0,0,0,554.33
i,2010,8,11,"1,152,318",1152318,"4,345",0.00377,8,4557,262,416,NEWE,NEWE,1581.104201,7393.991403,3899.873987,12874.96959,"12,874.97",0.01117,1464.519554,51.58486002,64.99978662,0,3796.295102,3598,0,492.2881303,626.4981438,2322.224673,-25.0192,51.6110639,121.1214852,311.1496903,0,625,0,0,0,0,625.48
i,2011,9,10,"1,190,318",1190318,"4,154",0.00349,8,4211,271,418,NEWE,NEWE,2836.632736,6405.96562,3992.23787,13234.83623,"13,234.84",0.01112,1439.486168,43.15066392,1353.995904,0,2510.176099,3896,0,205.5013037,904.3745,2326.342116,-25.2,60.12139666,121.1214852,399.9770684,0,630,0,0,0,0,630
i,2013,11,8,"1,197,666",1197666,"4,404",0.00368,8,4376,267,522,NEWE,NEWE,2149.673757,5079.21671,4058.072634,11286.9631,"11,286.96",0.00942,1480.453275,32.25886019,636.9616215,0,1952.766475,3126,0,277.5219007,504.9410727,2492.298803,-26.6872,58.87401135,112.3328604,638.7911862,0,667,0,0,213.84,0,881.02
i,2012,10,9,"1,197,666",1197666,"4,300",0.00359,8,4313,269,513,NEWE,NEWE,1722.975851,5167.536248,4138.190856,11028.70296,"11,028.70",0.00921,1447.330707,35.36456515,240.280579,0,2131.152038,3036,0,179.9655713,945.0991813,2309.53207,-25.3664,64.42227258,96.06416477,568.4739964,0,634,0,0,0,0,634.16
i,2016,14,5,"1,337,416",1337416,"4,214",0.00315,8,4454,294,510,NEWE,NEWE,1066.483199,3139.844461,6178.029673,10384.35733,"10,384.36",0.00776,922.7065654,14.19345856,129.5831754,0,0,3140,0,523.4140685,792.8457457,4541.626941,-25.8988,36.64664848,23.15963855,286.2354307,0,647,0,54,42.64,0,744.11
i,2015,13,6,"1,362,416",1362416,"4,262",0.00313,8,4515,283,492,NEWE,NEWE,1182.020589,3184.432556,6070.428339,10436.88148,"10,436.88",0.00766,1020.917532,9.761962449,151.3410943,0,0,3184,0,523.4140685,792.8457457,4323.677661,-26.7488,39.81362314,90.71447602,326.7115638,0,669,0,54,35.55,0,758.27
i,2014,12,7,"1,362,416",1362416,"4,273",0.00314,8,4424,276,549,NEWE,NEWE,1716.451719,3503.456368,3880.634414,9100.542501,"9,100.54",0.00668,1588.973827,11.71658313,115.7613087,0,45.56980739,3458,0,277.4892569,504.8315283,2675.567138,-27.6124,48.15734058,112.3328604,289.8686899,0,690,0,132,148.2,0,970.51
i,2017,15,4,"1,364,916",1364916,"4,199",0.00308,8,4424,286,523,NEWE,NEWE,991.3983855,3655.052415,6319.280266,10965.73107,"10,965.73",0.00803,848.2036563,10.19237448,133.0023547,0,0,3655,0,569.0302649,792.1963025,4613.685623,-21.01,37.52815192,47.3872601,280.4626631,0,525,0,148.1,0,2,675.35
i,2019,17,2,"1,463,916",1463916,"4,479",0.00306,8,4535,290,560,NEWE,NEWE,762.7441784,4809.132237,6907.201663,12479.07808,"12,479.08",0.00852,604.2369037,13.22617456,145.2811002,0,0,4809,0,569.0302649,792.1963025,5241.540922,-28.184,32.86009507,43.26313694,256.4949418,0,705,0,95.774,6.06,0,806.434
i,2020,18,1,"1,463,916",1463916,"4,479",0.00306,8,4535,290,560,NEWE,NEWE,762.7441784,4809.132237,6907.201663,12479.07808,"12,479.08",0.00852,604.2369037,13.22617456,145.2811002,0,0,4809,0,569.0302649,792.1963025,5241.540922,-28.184,32.86009507,43.26313694,256.4949418,0,705,0,95.774,6.06,0,806.434
i,2021,19,0,"1,463,916",1463916,"4,479",0.00306,8,4535,290,560,NEWE,NEWE,762,4809,6907,12478,"12,478.00",0.00852,604,13,145,0,,4809,0,568,793,5242,-28,33,43,256,0,705,0,96,6,0,807
i,2018,16,3,"1,463,916",1463916,"4,362",0.00298,8,4446,286,595,NEWE,NEWE,871.2411074,3831.4299,6981.975489,11684.6465,"11,684.65",0.00798,768.2063791,32.68345892,70.3512694,0,0.000249783,3831,0,569.0302649,792.1963025,5301.753779,-23.2084,29.9809021,46.97736822,265.2452719,0,580,0,114.886,17.81,0,712.906
j,2005,3,16,"942,857",942857,"2,975",0.00316,115,3183,385,400,CALI,CAMX,4137.829217,3264.782187,10309.86714,17712.47854,"17,712.48",0.01879,3855.630715,268.5782782,0,13.62022373,3264.782187,0,0,1260.00569,1415.080713,6720.767764,487.32,17.02880444,86.77361875,322.890546,157.2,0,0,0,0,0,157.2
j,2004,2,17,"942,857",942857,"2,952",0.00313,115,3166,345,425,CALI,CAMX,3586.396649,3330.93358,10637.81836,17555.14858,"17,555.15",0.01862,3303.800649,268.9757766,0,13.62022373,3330.93358,0,0,1253.764551,1411.55895,7051.939439,487.32,17.02880444,86.77361875,329.4329914,157.2,0,0,0,0,0,157.2
j,2006,4,15,"942,857",942857,"3,008",0.00319,115,3250,370,391,CALI,CAMX,3933.366273,3390.454056,10131.11667,17454.937,"17,454.94",0.01851,3650.396306,269.349743,0,13.62022373,3390.454056,0,0,1274.289208,1353.136932,6577.248471,487.32,17.02880444,86.77361875,335.3196319,157.2,0,0,0,0,0,157.2
j,2008,6,13,"942,857",942857,"3,011",0.00319,115,3285,320,411,CALI,CAMX,4285.912029,3483.348223,9575.651407,17344.91166,"17,344.91",0.0184,4005.979944,266.3118611,0,13.62022373,3483.348223,0,0,1221.295532,1266.945075,6151.78141,487.32,17.02880444,86.77361875,344.5069671,157.2,0,0,0,0,0,157.2
j,2007,5,14,"942,857",942857,"2,929",0.00311,115,3191,304,411,CALI,CAMX,4132.423572,3317.474498,9649.209272,17099.10734,"17,099.11",0.01814,3849.833734,268.9696144,0,13.62022373,3317.474498,0,0,1202.939089,1265.853842,6261.192044,487.32,17.02880444,86.77361875,328.1018735,157.2,0,0,0,0,0,157.2
j,2009,7,12,"983,653",983653,"2,876",0.00292,115,3352,237,246,CALI,CAMX,3881.283166,3349.968129,8852.848837,16084.10013,"16,084.10",0.01635,3587.808587,280.3505433,0,13.12403537,3349.968129,0,0,1232.10473,804.8833733,5884.742781,496,17.02880444,86.77361875,331.3155292,160,0,0,0,0,0,160
j,2012,10,9,"984,672",984672,"3,198",0.00325,115,3590,288,387,CALI,CAMX,4450.27268,3297.840208,6715.429619,14463.54251,"14,463.54",0.01469,4058.525058,222.1185872,158.8673256,10.761709,3297.840208,0,0,1373.607398,1174.96289,3214.749549,700.724,27.14989275,22.53518363,201.7007054,226.04,0,0,0,0,0,226.04
j,2011,9,10,"984,672",984672,"3,061",0.00311,115,3407,288,387,CALI,CAMX,4253.90901,3063.606645,6519.073583,13836.58924,"13,836.59",0.01405,4005.442792,235.3421819,0,13.12403537,3063.606645,0,0,1303.759311,1161.691128,3011.151435,715.201,15.56074999,86.77361875,224.9363402,230.71,0,0,0,0,0,230.71
j,2010,8,11,"987,913",987913,"2,750",0.00278,115,3143,245,279,CALI,CAMX,4295.493844,3143.532149,8742.798761,16181.82475,"16,181.82",0.01638,4003.182501,279.1873071,0,13.12403537,3143.532149,0,0,1155.870901,884.1254465,5483.258892,886.6,15.36526653,86.77361875,230.8046361,286,0,0,0,0,0,286
j,2013,11,8,"988,278",988278,"3,279",0.00332,115,3688,294,390,CALI,CAMX,4324.223961,3287.533005,8542.110529,16153.8675,"16,153.87",0.01635,3944.797859,272.762719,95.90167401,10.761709,3287.533005,0,0,1373.431057,1189.632806,4310.145428,1420.451,33.261909,14.1180278,201.0703019,458.21,0,0,0,0,0,458.21
j,2014,12,7,"988,278",988278,"3,329",0.00337,115,3746,297,396,CALI,CAMX,4105.400892,2881.111658,8667.553426,15654.06598,"15,654.07",0.01584,3641.567876,266.5742961,188.043793,9.214926717,2881.111658,0,0,1728.882803,1541.764903,4403.411987,802.9,30.9896394,14.65582352,144.9482706,259,0,0,35.65,53.2,0,347.85
j,2015,13,6,"988,278",988278,"3,219",0.00326,115,3581,298,414,CALI,CAMX,4565.12206,104.4274401,8697.58799,13367.13749,"13,367.14",0.01353,3927.279276,236.4989607,388.7629527,12.58087059,104.4274401,0,0,1592.444508,1575.882818,4525.282226,676.544,27.67577198,41.58906011,258.1696059,218.24,0,0,43.91916667,59.15,0,321.3091667
j,2021,19,0,"1,048,278",1048278,"3,118",0.00297,115,3424,315,418,CALI,CAMX,4875,129,10071,15075,"15,075.00",0.01438,4416,190,263,6,129,0,0,1287,1533,5881,1067,24,46,233,344,0,0,376,167,0,887
j,2019,17,2,"1,048,278",1048278,"3,118",0.00297,115,3424,315,418,CALI,CAMX,4874.856976,128.8585737,10069.88639,15073.60194,"15,073.60",0.01438,4415.963729,190.3420993,262.942961,5.608186784,128.8585737,0,0,1286.979392,1532.950914,5880.088898,1066.555,24.41533539,45.57001866,233.3268348,344.05,0,0,375.968,167.014,0,887.032
j,2020,18,1,"1,048,278",1048278,"3,118",0.00297,115,3424,315,418,CALI,CAMX,4874.856976,128.8585737,10069.88639,15073.60194,"15,073.60",0.01438,4415.963729,190.3420993,262.942961,5.608186784,128.8585737,0,0,1286.979392,1532.950914,5880.088898,1066.555,24.41533539,45.57001866,233.3268348,344.05,0,0,375.968,167.014,0,887.032
j,2016,14,5,"1,048,278",1048278,"3,202",0.00305,115,3543,303,424,CALI,CAMX,4828.522707,98.42173253,9645.940036,14572.88448,"14,572.88",0.0139,4123.642708,218.2215224,472.6452453,14.01323175,98.42173253,0,0,1571.852514,1559.20434,4606.94554,1578.706,23.80355796,60.92843131,244.4996521,509.26,0,0,247.175625,221.42555,16,993.861175
j,2018,16,3,"1,048,278",1048278,"3,105",0.00296,115,3444,301,396,CALI,CAMX,4554.483677,92.78223317,8958.785911,13606.05182,"13,606.05",0.01298,4104.954091,189.9130268,259.0765396,0.540019033,92.78223317,0,0,1286.979392,1530.083455,4723.362144,1100.159,23.7843688,55.52912858,238.8884226,354.89,0,0,401.9955,167.014,0,923.8995
j,2017,15,4,"1,048,278",1048278,"3,099",0.00296,115,3406,297,429,CALI,CAMX,4279.771034,99.92366375,8829.147836,13208.84253,"13,208.84",0.0126,3865.900413,191.1952414,214.1273501,8.548029426,99.92366375,0,0,1286.979392,1527.215996,4336.034459,1361.675,23.30438898,56.25841756,237.680183,439.25,0,0,383.568,167.014,0,989.832
k,2006,4,15,"1,013,443",1013443,756,0.00075,90,632,112,208,NEWE,NEWE,4339.658388,3437.643309,339.9867009,8117.288398,"8,117.29",0.00801,4339.658388,0,0,0,3437.643309,0,0,0,0,0,0,0,0,339.9867009,0,0,37,92,92,0,221
k,2005,3,16,"1,013,443",1013443,756,0.00075,90,632,112,208,NEWE,NEWE,4386.614887,3314.58814,327.8164094,8029.019436,"8,029.02",0.00792,4386.614887,0,0,0,3314.58814,0,0,0,0,0,0,0,0,327.8164094,0,0,37,92,92,0,221
k,2008,6,13,"1,013,443",1013443,756,0.00075,90,632,112,208,NEWE,NEWE,4689.779682,2748.450688,271.8247933,7710.055164,"7,710.06",0.00761,4689.779682,0,0,0,2748.450688,0,0,0,0,0,0,0,0,271.8247933,0,0,37,92,92,0,221
k,2007,5,14,"1,013,443",1013443,756,0.00075,90,632,112,208,NEWE,NEWE,4465.779722,2797.54871,276.6806416,7540.009074,"7,540.01",0.00744,4465.779722,0,0,0,2797.54871,0,0,0,0,0,0,0,0,276.6806416,0,0,37,92,92,0,221
k,2012,10,9,"1,013,443",1013443,756,0.00075,90,632,112,208,NEWE,NEWE,3628.231942,1755.47316,1584.568351,6968.273453,"6,968.27",0.00688,3176.261027,347.6190685,42.06615639,62.28569037,1755.47316,0,0,79.83098459,278.9002122,580.5593952,455.607,7.402343799,5.032819904,177.2355949,150.1,0,37,92,92,0,371.1
k,2009,7,12,"1,013,443",1013443,756,0.00075,90,632,112,208,NEWE,NEWE,4393.489419,2173.216038,214.9334543,6781.638911,"6,781.64",0.00669,4393.489419,0,0,0,2173.216038,0,0,0,0,0,0,0,0,214.9334543,0,0,37,92,92,0,221
k,2011,9,10,"1,013,443",1013443,756,0.00075,90,632,112,208,NEWE,NEWE,4206.960222,1940.973083,119.9673421,6267.900647,"6,267.90",0.00618,4206.960222,0,0,0,1940.973083,0,0,0,0,0,0,0,0,119.9673421,0,0,37,92,92,0,221
k,2010,8,11,"1,013,443",1013443,756,0.00075,90,632,112,208,NEWE,NEWE,3866.361489,2061.107054,127.3925627,6054.861106,"6,054.86",0.00597,3866.361489,0,0,0,2061.107054,0,0,0,0,0,0,0,0,127.3925627,0,0,37,92,92,0,221
k,2013,11,8,"1,034,443",1034443,763,0.00074,90,632,118,209,NEWE,NEWE,3965.030068,1797.151749,1545.743016,7307.924834,"7,307.92",0.00706,3560.773485,299.9047368,42.06615639,62.28569037,1797.151749,0,0,79.81563239,280.8623356,551.3877256,440.107,7.093965834,5.032819904,181.4435371,145.1,0,82,133.9,95,0,456
k,2015,13,6,"1,049,973",1049973,765,0.00073,90,626,121,215,NEWE,NEWE,4102.346786,1677.880365,1998.706983,7778.934134,"7,778.93",0.00741,3753.214721,302.9166012,37.85954075,8.355923167,1677.880365,0,0,76.59128414,288.1104818,1126.604732,409.005,5.610739849,5.032819904,87.75192481,138.5,0,176,139.9,96,0,550.4
k,2014,12,7,"1,049,973",1049973,781,0.00074,90,653,120,210,NEWE,NEWE,4106.133371,1583.528556,1423.189681,7112.851607,"7,112.85",0.00677,3703.097702,298.6838221,42.06615639,62.28569037,1583.528556,0,0,80.83472945,282.0976114,541.6841079,424.565,6.15801825,5.032819904,82.8173937,141.5,0,122,128.8,95,0,487.3
k,2016,14,5,"1,049,973",1049973,782,0.00074,90,637,126,221,NEWE,NEWE,3374.213925,1594.02565,1797.338597,6765.578172,"6,765.58",0.00644,3028.130259,308.9300707,28.79767239,8.355923167,1594.02565,0,0,72.39450145,296.1657609,936.4792236,393.535,5.8243467,9.573380636,83.36638407,132.5,0,163,141.2,100,0,536.7
k,2017,15,4,"1,055,023",1055023,806,0.00076,90,651,131,230,NEWE,NEWE,3691.50572,1616.408763,1963.386831,7271.301315,"7,271.30",0.00689,3345.571946,308.7801784,28.79767239,8.355923167,1616.408763,0,0,82.32029215,320.0168369,1001.891468,443.3715,5.705158136,25.54457079,84.53700468,151.05,0,42,144.5,100,0,437.55
k,2018,16,3,"1,055,023",1055023,806,0.00076,90,651,131,230,NEWE,NEWE,3691.50572,1616.408763,1963.386831,7271.301315,"7,271.30",0.00689,3345.571946,308.7801784,28.79767239,8.355923167,1616.408763,0,0,82.32029215,320.0168369,1001.891468,443.3715,5.705158136,25.54457079,84.53700468,151.05,0,42,144.5,100,0,437.55
k,2019,17,2,"1,055,023",1055023,806,0.00076,90,651,131,230,NEWE,NEWE,3691.50572,1616.408763,1963.386831,7271.301315,"7,271.30",0.00689,3345.571946,308.7801784,28.79767239,8.355923167,1616.408763,0,0,82.32029215,320.0168369,1001.891468,443.3715,5.705158136,25.54457079,84.53700468,151.05,0,42,144.5,100,0,437.55
k,2020,18,1,"1,055,023",1055023,806,0.00076,90,651,131,230,NEWE,NEWE,3691.50572,1616.408763,1963.386831,7271.301315,"7,271.30",0.00689,3345.571946,308.7801784,28.79767239,8.355923167,1616.408763,0,0,82.32029215,320.0168369,1001.891468,443.3715,5.705158136,25.54457079,84.53700468,151.05,0,42,144.5,100,0,437.55
l,2016,14,5,"1,176,948",1176948,"3,002",0.00255,0,3480,198,325,ROCK,RMPA,3747.075929,8605.882115,4922.71754,17275.67558,"17,275.68",0.01468,3512.293599,181.936326,42.6957426,10.15026065,8605.882115,0,0,966.1390785,599.9340403,489.5956034,2422.557,11.53125288,0,432.9605643,781.47,0,0,111.3054696,4,135,1031.77547
l,2014,12,7,"1,179,766",1179766,"3,064",0.0026,0,3595,181,309,ROCK,RMPA,3702.62157,8179.562802,4615.673626,16497.858,"16,497.86",0.01398,3316.212039,182.7739582,194.4604921,9.175080653,8179.562802,0,0,998.6227504,567.4933608,317.4454551,2308.725,11.87455248,0,411.5125073,744.75,0,0,111.3054696,27.405,135,1018.46047
l,2015,13,6,"1,179,766",1179766,"3,039",0.00258,0,3544,199,309,ROCK,RMPA,3323.165147,8273.482626,4722.373278,16319.02105,"16,319.02",0.01383,3010.733997,178.732077,133.6990726,0,8273.482626,0,0,983.9071535,575.8569602,463.8820118,2271.06,11.4295536,0,416.2375987,732.6,0,0,111.3054696,27.48,135,1006.38547
l,2012,10,9,"1,196,266",1196266,"3,009",0.00252,0,3520,192,300,ROCK,RMPA,3768.278894,9687.314718,5082.543316,18538.13693,"18,538.14",0.0155,3659.500226,102.7136778,0,6.064990456,9687.314718,0,0,978.3399918,559.5628405,640.3964834,2296.17,15.58373688,0,592.4902631,740.7,0,0,111.3054696,24.5475,135,1011.55297
l,2013,11,8,"1,196,266",1196266,"3,064",0.00256,0,3602,182,301,ROCK,RMPA,3673.27003,8936.615121,4886.948877,17496.83403,"17,496.83",0.01463,3377.140971,192.2086659,85.83237699,18.08801614,8936.615121,0,0,1000.944952,555.7103237,472.0519166,2300.355,11.31030216,0,546.5763835,742.05,0,0,111.3054696,24.5475,135,1012.90297
l,2017,15,4,"1,237,786",1237786,"2,675",0.00216,0,3043,198,325,ROCK,RMPA,3449.408891,3897.280548,4830.996502,12177.68594,"12,177.69",0.00984,3209.877321,186.6855669,42.6957426,10.15026065,3897.280548,0,0,870.5199039,618.2446397,489.98388,2422.557,12.6556236,0,417.0354551,781.47,0,0,111.3054696,4,135,1031.77547
l,2018,16,3,"1,237,786",1237786,"2,675",0.00216,0,3043,198,325,ROCK,RMPA,3449.408891,3897.280548,4830.996502,12177.68594,"12,177.69",0.00984,3209.877321,186.6855669,42.6957426,10.15026065,3897.280548,0,0,870.5199039,618.2446397,489.98388,2422.557,12.6556236,0,417.0354551,781.47,0,0,111.3054696,4,135,1031.77547
l,2019,17,2,"1,237,786",1237786,"2,675",0.00216,0,3043,198,325,ROCK,RMPA,3449.408891,3897.280548,4830.996502,12177.68594,"12,177.69",0.00984,3209.877321,186.6855669,42.6957426,10.15026065,3897.280548,0,0,870.5199039,618.2446397,489.98388,2422.557,12.6556236,0,417.0354551,781.47,0,0,111.3054696,4,135,1031.77547
l,2020,18,1,"1,237,786",1237786,"2,675",0.00216,0,3043,198,325,ROCK,RMPA,3449.408891,3897.280548,4830.996502,12177.68594,"12,177.69",0.00984,3209.877321,186.6855669,42.6957426,10.15026065,3897.280548,0,0,870.5199039,618.2446397,489.98388,2422.557,12.6556236,0,417.0354551,781.47,0,0,111.3054696,4,135,1031.77547
m,2009,7,12,"1,246,755",1246755,"2,882",0.00231,114,3180,231,431,NYUP,NYUP,3195.904219,7017.583054,5975.002297,16188.48957,"16,188.49",0.01298,2922.506001,261.4355028,0,11.9627148,7017.583054,0,0,1062.535693,1289.333774,2848.583987,0,21.54590949,58.95625788,694.0466756,0,0,0,11,0,0,11
m,2008,6,13,"1,246,755",1246755,"2,710",0.00217,114,3092,283,238,NYUP,NYUP,3174.676259,6774.398014,5563.659723,15512.734,"15,512.73",0.01244,2806.768315,348.9953423,0,18.91260162,6774.398014,0,0,1059.440621,923.5062979,2888.233031,0,22.48436548,0,669.995408,0,0,0,11,0,0,11
